아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
Purplez,탑리뷰어,25.01.07,Brown,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,58kg,상의 55,"✔️배송: 주문하고 2일정도? 걸린거 같아요 진짜 엄청 빨리 배송해주셨어용.. 총알배송 안 부러웠습니당👍

✔️질감: 전혀 거칠거나 하지 않아요! 피부가 좀 예민한편인데 면 질감치고도 까끌거리지는 않는 질감입니다! 아주 탄탄하고 쫀쫀한 느낌의 기본티셔츠 입니다! 안에 기모는 따로 안 들어있고, 두께감 자체는 배꼽 살짝 비칠 정도로 얇습니다! 

✔️색상: 색은 상세페이지와 같은 약간 카키색 살짝 도는 브라운입니당! 딱히 속옷 비침은 없는 색상이에용! 

✔️핏: 제가 상체에 살이 없는 편이 아니라 생각보다 끼임이 없지 않아 있어용! 광배가 너무 강조되어서 단독으로는 못 입을 것 같아용 ㅋㅋㅋ원래도 핏 자체가 딱 붙어 정핏으로 떨어지는 옷인지라 어깨나 가슴부분이 약간 부각되는 편이에용! 163기준 기장감은 엉덩이 절반 정도 덮을 정도라서 넣어 입기도 빼서 입기도 좋더라구요!"
홍스홍스,상위 5%,25.01.06,Black,Free,작아요,보통이에요,화면과 비슷해요,163cm,56kg,상의 66,이너티로 입으실분은 왕왕 추천합니다!! 그냥 입으니까 뱃살과 등살이 퉈어나와서.. 운동자극.. 그래서 위에 바로 니트 입었어요 ㅋㅋㅋㅋ 제가 목이 굵은편인지.. 목이 너무 조여서 계속 늘리면서 입고있어요.! 그만큼 짱짱하다는것 ! 팔부분도 저렇게 촥 달라붙어줘서 애플워치를 그 위에했어용 !! 암튼 이너티로 왕왕 추천 !소재는 부드러워요 😘💕
OkehKXME,상위 1%,25.01.03,Ivory,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"여러가지 옵션 중 고민 무척하고 샀는데 결과는 대만족입니다. 목폴라 애호가로서 목폴라 살 때 보는 것이
1) 너무 두껍지 않으면서 몸에 적당히 핏되는지
2) 부담스러울 정도로 비치면 X
3) 살에 닿았을 때 촉촉하고 부드러운지
4) 목이 많이 안 조이는지
인데 모두 합격입니다! 보풀도 거의 안날 재질이에요. 다만 얇아서 비침은 있어요 비침정도 두번째 사진에서 확인하세요!"
ZiIka6sC,상위 5%,24.12.30,Pink,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,58kg,상의 55,"색은 상세컷이랑 거의 똑같아요. 팔도 길어서 레이어드용으로 좋습니다. 목 길이도 길어서 한번 접어서 입었을때 첨부된 사진처럼 됩니다. 
레이어드용으로 산거라 포인트 컬러로 좋아서, 다른 컬러도 더 구매하려구요."
카누,상위 1%,24.12.28,Ivory,Free,정사이즈예요,보통이에요,화면과 비슷해요,160cm,47kg,상의 44,"spa 브랜드 목티만 입다가 여기서 한번 사봤는데 진심으로 유ㄴㅋㄹ, 스ㅍㅇ보다 훨씬 좋아요...
제가 뼈대가 가늘어서 몸에 핏이 슬림하게 맞는 옷을 찾기가 어려운데 이 옷은 헐렁하지 않게 몸을 착 감싸줘요
저는 목도 주름지지만 흘러내리지 않는걸 좋아하는데 안 흘러내려요! 그렇다고 목을 조이지도 않아요! 편안한데 흘러내리지 않는 느낌?
안에 살구색 속옷 입고 단독으로 입어도 라인을 딱 살려줘서 예쁜데 지금 겨울이라 니트 안에 받쳐입고 있어요 전혀 답답함없이 보온 최고입니다
다만 아쉬운 점은 세번째 사진에 있듯 목 뒤에 작은 점처럼 뭐가 묻어서 왔어요ㅠ 그래도 뒷쪽이고 거의 티가 안나서 그냥 입으려고요!
진짜 강추해요🫶"
2uARewFz,상위 5%,24.12.26,Black,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,63kg,,진짜 야무집니다 이거.!!! 제가 바스트가 잇는 편이라 좀만 펑퍼짐한거 입어도 훨씬 부해보이는데 얘는 그런거 하나도 없고 너무 잘 잡아줘서 날씬해보야요 재질은 완전 쫀쫀합니더 아이보리도 삿는데 검정은 비침 1도 없구 아이보리는 어쩔수 없이 살짝 잇엇어요
3pBxVor0,상위 25%,24.12.26,Ivory,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,56kg,상의 55,"사이즈 이쁘게 잘 맞아요!
소매, 길이도 길어서 안에 입었을때 더 이쁘고
목도 딱 이쁘게 올라오는 길이에
엄청 타이트 하지않아요!!
답답함 없이 입을 수 있는 목티입니다 ㅎㅎ
재질도 완전 좋아요 추천합ㄴ다"
3pBxVor0,상위 25%,24.12.26,Black,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,56kg,상의 55,"사이즈 이쁘게 잘 맞아요!
소매, 길이도 길어서 안에 입었을때 더 이쁘고
목도 딱 이쁘게 올라오는 길이에
엄청 타이트 하지않아요!!
답답함 없이 입을 수 있는 목티입니다 ㅎㅎ
재질도 완전 좋아요 추천합ㄴ다"
VJBini4Z,,24.12.25,Ivory,Free,정사이즈예요,보통이에요,화면과 비슷해요,168cm,55kg,상의 55,"직진배송이라 우선 빨리 받아봐서 기분 좋아요ㅎㅎ
겨울에 무조건 폴라티 필수라 많이 입어봤눈데 얇은데 목부분은 탄탄하고 이번에 너무 잘 샀어요!! 다만 흰색인데 검정자국이 잇어서 이건 아쉽네요ㅜㅜ"
쏘이야아,상위 10%,24.12.24,Black,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,156cm,48kg,상의 55,"지금 여섯시간째 넘게 입고있는데 늘어나질 않아요,,,아니 어쩜 이래요? 너무 짱짱쇼 너무 좋아요!! 아니 다들 목티는 겨울시즌때마다 무족권 사야되는거 아시져 전 이제 다른 색도 건지러 가겠습니다 🤍"
Dear_love,상위 5%,24.12.20,Pink,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,쫀쫀하고 컬러감 있는 목폴라티 사고 싶어 찾다가 화이트랑 2장 구매했는데 엄청 얇지도 않고 적당히 쫀쫀해서 이너로 잘 입고 있어요 두껍지 않아 밝은컬러는 비침 있지만 그래도 핏이 예뻐여 입다가 또 사려구요
으나하,상위 1%,24.12.19,Ivory,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,55kg,상의 55,"장바구니에 담아놓고 이제서야 구매한 제품! 
목티는 항상 목이 널널한 제품밖에 없어서 찾고 찾다가 드디어 찾음!! 
목이 적당히 조이면서(?) 쫙 달라붙는 핏임다
색상은 밝은 아이보리 느낌이구
소재는.. 부드럽고 좋아요! 세탁을 한 번해봐야지 알 것 같지만!! 약간의 비침은 있습니다
가장 맘에 드는 부분은 팔길이가 길다는 것입니당
제가 팔이 생각보다 긴데 그걸 커버하고 손등까지 덮어요!!! 굿굿
가격도 만원즈음에 구매했는데 휘뚜루 마뚜루 입을 목티 잘 산 것 같네용! 다음에는 다른 컬러도 도전하고 싶어룡"
mrJex5Yd,상위 5%,24.12.19,Dark Gray,Free,정사이즈예요,보통이에요,화면보다 어두워요,167cm,54kg,상의 55,쫀쫀한 스판재질입니다. 칼라도 다크그레이계열입니다. 그래서 입다보면 생길 수 있는 보풀(폴링)이 커버가 될 것 같아요 슬림하게 보입니다. 안쪽 스티치마감도 기대이상이네요~ 비스코스함유량이 있어서 운동할때 입어도 될 것 같아 기대해 봅니다.
ijiyoon,상위 5%,24.12.18,Black,Free,작아요,아주 만족해요,화면과 비슷해요,175cm,77kg,,생각보다 많이 핏되네요...ㅠ 뚱뚱한 편이라서 이것만 입고 다니는 건 어려울 것 같고 이너로 입으면 좋을 것 같아요! 프로필 촬영 위해 구매했는데 이거 입고 찍을 수 있을지 모르겠네요...ㅠㅠ 쫀쫀하고 퀄리티는 진짜 좋아요!
sjy0**,상위 10%,24.12.17,Beige,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,169cm,52kg,상의 55,"블랙이랑 베이비 구매했습니다. 기본색상은 늘 필요하니까~ 부들부들하고 쫀쫀해서 넘 편해요
몸에 핏되긴하지만 하나만 입기에도 좋습니다~ 
전 커트안에 하나만 입엇어요 
베이색상이 차분하니 어디든 잘 어울리네요~"
sjy0**,상위 10%,24.12.17,Black,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,169cm,52kg,상의 55,"가격이 착해서 큰기대는 안했는데 넘 부드럽고 쫀쫀해요~ 작년에 삿던거는 목이 너무 헐렁해서 축 늘어지는게 보기 싫어서 다시 주문했거든요 
이건 쫀쫀하게 잡아주니까 몸매도 좋아보이고~ 목도 따뜻하니 좋아요 답답한정도는 아니에요~ 
팔길이도 길어서 여리한 느낌 낼수 있답니다 ㅋ 
색상도 기본 색상이라 겨울내내 입을것 같아요~"
직재크러,상위 10%,24.12.16,Brown,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,54kg,상의 55,"검정 목폴라 먼저 구매해서 입고
✔️재질 ✔️소매길이 ✔️핏 
모두 너무 맘에 들어서 회색,갈색 추가 구매👏

✔️재질, 광택감 있는 느낌. 부드럽고 얇음! 이너로 받쳐입기 좋음(단독으로 입기는 좀 부담)
✔️소매길이, 핑거홀 있어도 될 정도의 소매길이! 
✔️핏, 몸에 매우 핏되는 느낌. 쫀쫀하게 잡아주는 느낌인데 답답하지는 않음. 목은 좀 답답함 주의!"
직재크러,상위 10%,24.12.16,Dark Gray,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,54kg,상의 55,"검정 목폴라 먼저 구매해서 입고
재질, 소매길이, 핏 너무 맘에 들어서 회색,갈색 추가 구매!!

✔️재질, 광택감 있는 느낌. 부드럽고 얇음! 이너로 받쳐입기 좋음(단독으로 입기는 좀 부담..)
✔️소매길이, 핑거홀 있어도 될 정도의 소매길이! 
✔️핏, 몸에 매우 핏되는 느낌. 쫀쫀하게 잡아주는 느낌인데 답답하지는 않음. 목은 좀 답답함 주의!"
끼요옷,상위 5%,24.12.16,Ivory,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,55kg,상의 55,완전 딱!!! 달라붙는 목폴라에요 진짜 슬림 쫀쫀이란말이 그대로 잘어울리는.. 저는 이런 폴라 주로 이너용으로 입어서 비침이나 두께는 별로 신경안쓰이는데 두번째 사진정도 두께입니당 참고하세요
yxp092020,탑리뷰어,24.12.11,Cherry Pink,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,47kg,상의 44,"베스트셀러인거 보고 샀는데 아이보리샀다가 쫀쫀감 너무 좋아서 핑크색도 하나샀어요❤️

요즘 연말시즌 사랑스러운 연말룩으로 빨간색이랑 코디하니 넘 이뻐용. 딱 달라붙는데 얇아서 이너로도 이쁘고 상체마르셨다면 상체 자랑하기 딱좋은 옷인듯ㅎㅎㅎ

검은색 하나 더 구매할지도 모르겠네요. 겨울에는 이너로 데일리템으로 활용할거같고, 봄에는 단독으로도 활용하기 좋으니까 가성비로 진짜 쵝오!"
OkyxWaUw,상위 5%,24.12.09,Pink,Free,작아요,아주 만족해요,화면과 비슷해요,164cm,52kg,상의 55,가격 대비 질 좋습니다. 평소 55 사이즈 입고 어깨 조금 있는 편인데 단독으로 입기엔 조금 부담스럽고 여기저기 받쳐서 잘 입을 거 같아요 예쁜 분홍색이라서 칙칙한 색깔 옷들에 포인트 줘서 입을 수 있을 거 같애요 목부분 자연스럽게 살짝 주름지는 부분이 예쁩니다 추천해요 다른 색상으로 재구매 의사 있어요~
QZgKq1uL,상위 10%,24.12.06,Black,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,157cm,46kg,상의 44,"화이트, 레몬, 블랙 구매했어요! 아무래도 기본컬러 블랙은 날씬해 보여요. 쫀쫀하고 텐션감도 좋아서 편하게 입을 수 있어요. 소재감도 적당해서 단독으로 입거나 위에 다른 옷 껴입을 수 있어요!"
푸룽지야,상위 5%,24.12.05,Ivory,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,48kg,상의 55,"다른색상 구매하고 착용감이 너무 부드럽고 좋아서 블프세일하길래 바아로 구매했어요👍🏻
우선 목부분 답답하지 않고 입었을때 착 감기는 느낌이라 좋았어요!! 아무래도 겨울은 레이어드용으로 많이 입기때문에 팔이 좀 길었으면 했었는데 팔 매우 길어서 긴팔원숭이인 사람도 레이어드 가능했어요!🙈"
푸룽지야,상위 5%,24.12.05,Black,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,48kg,상의 55,"다른색상 구매하고 착용감이 너무 부드럽고 좋아서 블프세일하길래 바아로 구매했어요👍🏻
우선 목부분 답답하지 않고 입었을때 착 감기는 느낌이라 좋았어요!! 아무래도 겨울은 레이어드용으로 많이 입기때문에 팔이 좀 길었으면 했었는데 팔 매우 길어서 긴팔원숭이인 사람도 레이어드 가능했어요!🙈"
푸룽지야,상위 5%,24.12.05,Dark Gray,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,48kg,상의 55,"다른색상 구매하고 착용감이 너무 부드럽고 좋아서 블프세일하길래 바아로 구매했어요👍🏻
우선 목부분 답답하지 않고 입었을때 착 감기는 느낌이라 좋았어요!! 아무래도 겨울은 레이어드용으로 많이 입기때문에 팔이 좀 길었으면 했었는데 팔 매우 길어서 긴팔원숭이인 사람도 레이어드 가능했어요!🙈"
vnIEbdQ0,상위 5%,24.12.05,Light Blue,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,46kg,상의 55,목폴라 알아보던 차에 후기가 엄청 많길래 여러개 읽어보고 구매했어요 후기대로 부들부들 하고 몸에 딱 핏됩니다. 이너로 입으니까 넘 따셔요 ㅋㅋ목이 짧아서 목티는 잘 안입는데 안답답해서 좋더라구요 목 부분은 좀 널널해서요~~ 이너로 입을거라 브랜드 몇만원짜리 안사도 될듯해요 ㅋㅋ색은 화면이랑 같아요!
똘망이,,24.12.04,Ivory,Free,작아요,아주 만족해요,화면과 비슷해요,168cm,46kg,상의 55,"블랙 하나 아이보리 두개 구매했고용
내복처럼 받쳐 입을꺼고
겨울에 얇은 목폴라 입어주면 따뜻하더라고요
몸에 딱 붙어줘야 보온이 잘되는데 아주 타이트합니다
목부분도 맘에 들어요 쫀쫀해요"
똘망이,,24.12.04,Black,Free,작아요,아주 만족해요,화면과 비슷해요,168cm,46kg,상의 55,"블랙 하나 아이보리 두개 구매했고용
내복처럼 받쳐 입을꺼고
겨울에 얇은 목폴라 입어주면 따뜻하더라고요
몸에 딱 붙어줘야 보온이 잘되는데 아주 타이트합니다
목부분도 맘에 들어요 쫀쫀해요"
mTjK88dr,상위 15%,24.12.02,Pink,Free,정사이즈예요,보통이에요,화면보다 밝아요,167cm,53kg,상의 55,"겨울 이너용으로 깔별로 구매했어요.
이너로 입을꺼긴하지만.. 굉장히 몸에 붙는 핏인듯 합니다.. 그래도 텐션 감있게 잘 늘어는 나는거 같아요..
다만 핑크 색상은 보고 조곰 당황했어요.. 코랄 빛이 도는 핑크인줄 알았는데.. 뭐랄까..연분홍같은 핑크네여…ㅎㅎ 그거 말곤 괜찮은거 같아요.."
쪼니엄,상위 10%,24.11.30,Ivory,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,52kg,상의 55,"구매이유: 매년 요런 이너 목티를 주문하는데 올해는 화이트 당첨! (요제품은 처음)

재질:
부드럽구 쫀쫀하다 재질 좋음!!

색상:
노란끼 없는 화이트! 새하얀색🤍

착용감:
목이 딱 맞는 느낌 ?

핏:
아무래도 화이트라 단독으론 팔뚝 부각있음
이너로 입을 예정이라 괜찮!
내 팔뚝이 잘못한건가..?
팔이랑 전체 기장 적당한편

배송: 직진배송 말뭐🤍"
jiFMsnoN,상위 10%,24.11.30,Black,Free,정사이즈예요,보통이에요,화면과 비슷해요,158cm,48kg,상의 44,"새까만것중에서도 살짝 쿨톤까망입니다.
 딱 붙는 핏이라 라인은 드러나지만 비침은 없다고 보는게 맞을 것 같아요.
핏은 생각한 정도로 붙는 핏이라 좋구요,
 재질은 보풀은 잘 안날 것 같은데, 비싼느낌은 아니고 폴리느낌 낭낭하게 광택 살짝있는, 매끈거리는 재질이에요.
 그래도 요즘 대부분이 목이 헐렁거리게 나오는게 싫었는데, 얘는 목이 촥 붙어서 좋습니다 :)"
jiFMsnoN,상위 10%,24.11.29,Brown,Free,정사이즈예요,보통이에요,화면과 비슷해요,158cm,48kg,상의 44,"색은 딱 고동색에 카키 한방울 살짝 섞인듯한 느낌입니다. 생각했던것과 큰 차이 없어서 만족합니다.
 핏도 생각한 정도로 붙는 핏이라 좋아요!
 재질은 보풀은 잘 안날 것 같은데, 비싼느낌은 아니고 폴리느낌 낭낭하게 광택 살짝있는, 매끈거리는 재질이에요.
 그래도 요즘 대부분이 목이 헐렁거리게 나오는게 싫었는데, 얘는 목이 촥 붙어서 좋음!"
kimr***,,24.11.28,Black,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,156cm,42kg,상의 55,"쫀쫀하고 보들거려서 넘 좋아요~ 
팔이 살짝 길어서 이너로 입을때는 아쉬움이 있지만 단독으로 입었을때는 날씬해보이고 훨신 더 이쁜거같아요~~~ 목이 쬐는게 싫어서 원래 목티를 좋아하지 않는데 이 상품은 목이 쬔다는 느낌은 없어 좋았습니다!
다른 컬러는 배송이 늦어진다고 하는데 얼른 받고 싶어요오~~"
아스날최고,상위 5%,24.11.26,Ivory,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,52kg,상의 44,"오우.. 매우쫀쫀합니다
일단 속옷이 상당히 비쳐서 단독으로는 못입구여(당연한 말이지만ㅋㅋ 상세페이지엔 단독으로 입우셔서..)
특히 목이 매우매우매우 쫀쫀해서 약간 숨막힙니당...한번 빨면 괜찮아질거같기두?
근데 이런건 다 퀄리티가 좋다는 방증이라고 생각해용 작아서 그런게아니라 쫀쫀한거니까!
역시 1위엔 이유가있다 솔직히 목폴라 필요하면 이거사는게 마즘ㅇㅇ"
sady****,상위 10%,24.11.26,Ivory,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,59kg,상의 66,"마감도 깔끔하고 소재도 쫀쫀하니 좋아요 다만 66사이즈가 입기엔 좀 많이 얇다보니 속옷이 넘 노골적으로 비치네요 (사진보다 실제로 보면 더 심해요)사알짝 타이트해서요 블랙으로 교환할까하다가 목셔링이 자연스럽고 예뻐서 가디건 이너로 입으려고 품어요 
살빼면 더 예쁘게 입을 수 있겠지만 속옷비침은 생각하셔야 할거 같네요"
최후추씨,상위 10%,24.11.24,Purple,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,166cm,51kg,상의 55,"아이보리 블랙 사고 너무 마음에 들어서 퍼플도 같이 구매했습니다

입자마자 손목부분 올이 나가서 조금 속상하긴 하지만..조금 당황..

색감은 첫번째 사진이 더 비슷해요
아이폰이라 조금 노란빛이 도는데 여기서 살짝 채도가 더 있다고 보면되고 그렇다고 쨍한 퍼플은 아닌 약간 톤다운된 퍼플이에요
가을뮤트/소프트라 사기까지 고민했는데 조금 웜한 퍼플이라 잘 맞을 거 같습니당

다른 폴라티는 목부분이 금방 헐거워지는데 이 제품은 목부분도 쫀쫀하고 몸 전체를 잡아주는 느낌이라 너무 좋아요

몇개 쟁여놔야겠어요 !"
T같은F리뷰어,상위 5%,24.11.23,Fresh Blue,Free,작아요,아주 만족해요,화면과 비슷해요,169cm,58kg,상의 55,"-fresh blue랑 light blue 리뷰로는 색상을 잘 모르겠어서 고민했는데 fresh blue는 화면 그대로와 비슷합니다. 화사한 쿨톤 하늘색.
-완전 타이트한 핏입니다. 이너로 입기 좋음. 안에 속옷라인 드러날 수 있음.
-쫀쫀해서 보풀 잘 안 일어날 것 같은 재질. 피부 예민해서 까슬하면 못 입는데 착 부드럽게 감깁니다. 
-목을 아예 안 조인다고는 못하지만 답답하지는 않은? 입다보면 적당히 편해질 듯함. 목이 헐렁한게 좋다면 비추.
-마감 튼튼함. 특히 목부분 2중으로 깔끔하게 처리됨.
-가성비 좋음
→ 총평: 타이트한 폴라티 찾는다면 강추. 리뷰 많은 이유가 있음."
양갱이,상위 5%,24.11.22,Fresh Blue,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,54kg,상의 55,요즘 배에 살이 쪄서 너무 핏하다는 후기땜에 다른 조건보다 좀 망설였었는데 오 이 금액에 보풀 안생길것같고 쫀쫀해서 더 뱃살 잡아주는 느낌입니다.목폴라 좋아해서 여러개 매 해 사는데 어두운색만 입다가 밝은색 입어봤는데 재질이 좋아서 다른 색도 더 구매하고 싶어요 데일리로 여러개 사서 바꿔입으면 좋을것같아요 팔 기장 전체길이 전 아주 만족합니다
내옷낸하,상위 20%,24.11.21,Brown,Free,정사이즈예요,아주 만족해요,화면보다 밝아요,161cm,48kg,상의 44,상세컷은 색이 좀더 진해보이는데 실제로는 좀더 물빠진 색입니다. 레드끼가 거의 없고 카키느낌이 더 나는 듯합니다. 브라운인가 애매모호하긴 하지만 만족합니다. 그리고 핏이 촥 감싸줘서 아주아주 예쁩니다. 목도 딱 예쁜만큼만 올라오구요. 겨울에 다른컬러 필요하면 여기서 구매할것같아요! 핏이 짱이에요.
WczfrAgz,상위 15%,24.11.21,Black,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,50kg,상의 55,"목폴라는 가성비 사면 한 해 지나고 목 부분이 너덜너덜해지더라구요.. 그래서 쫀쫀하다는 후기 보고 바로 구매했어요 ㅎㅎ 리뷰에서처럼 정말 핏하더라구요
단독으로 입기에는 좀 부담스러워서 내복 개념으로 이너로 입으면 좋을듯해요 ㅎㅎ 만족합니다 ^^"
Pium,상위 5%,24.11.19,Pink,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,55kg,상의 55,"올해는 컬러풀한 이너를 입고싶어서 얼굴 환해보이는 핑크로 구매 했어요~ 받아보니 딸기우윳빛 보단 좀 더 진한 핑크인데 너무 이뻐요! 제 얼굴을 확 살려주네요~
원단도 부드럽고 신축성 좋고 목폴라도 조이지도 않으면서도 잘 늘어날것 같지 않아서 넘 좋아요!
그리고 기장도 짧지도 않구요!
겨울 기본템으로 좋은것 같네요.
블랙자켓 브라운자켓 다 매치하기 좋아요~
사진으로 이쁜색 표현이 다 안되서 아쉬워요.
색상별로 다 사고픈데 제가 어울리는건 핑크네요 ㅎ"
